# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
jps.library.entities.serializer.load.entities.ms,1767550770343000000,1767550804530000000,0
workspaceModel.moduleBridge.before.changed.ms,1767550770343000000,1767550804530000000,0
workspaceModel.global.updates.count,1767550770343000000,1767550804530000000,0
jps.facet.change.listener.process.change.events.ms,1767550770343000000,1767550804530000000,1
workspaceModel.sync.entities.ms,1767550770343000000,1767550804530000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1767550770343000000,1767550804530000000,1
workspaceModel.global.apply.state.to.project.builder.ms,1767550770343000000,1767550804530000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1767550770343000000,1767550804530000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1767550770343000000,1767550804530000000,0
jps.global.get.library.ms,1767550770343000000,1767550804530000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1767550770343000000,1767550804530000000,0
workspaceModel.moduleBridge.update.option.ms,1767550770343000000,1767550804530000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1767550770343000000,1767550804530000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1767550770343000000,1767550804530000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1767550770343000000,1767550804530000000,218
workspaceModel.mutableEntityStorage.modify.entity.ms,1767550770343000000,1767550804530000000,3
workspaceModel.mutableEntityStorage.entities.ms,1767550770343000000,1767550804530000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1767550770343000000,1767550804530000000,0
jps.apply.loaded.storage.ms,1767550770343000000,1767550804530000000,14
workspaceModel.orphan.listener.update.ms,1767550770343000000,1767550804530000000,1
workspaceModel.mutableEntityStorage.has.same.entities.ms,1767550770343000000,1767550804530000000,0
jps.artifact.entities.serializer.load.entities.ms,1767550770343000000,1767550804530000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1767550770343000000,1767550804530000000,0
workspaceModel.mutableEntityStorage.add.diff.ms,1767550770343000000,1767550804530000000,2
workspaceModel.mutableEntityStorage.put.entity.ms,1767550770343000000,1767550804530000000,3
jps.app.storage.content.reader.load.component.ms,1767550770343000000,1767550804530000000,0
jps.artifact.entities.serializer.save.entities.ms,1767550770343000000,1767550804530000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1767550770343000000,1767550804530000000,0
workspaceModel.global.apply.state.to.project.ms,1767550770343000000,1767550804530000000,20
jps.project.serializers.load.ms,1767550770343000000,1767550804530000000,26
