# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
StorageLockContext.competingThreads.90P,1767588228596000000,1767588265852000000,0
StorageLockContext.competingThreads.max,1767588228596000000,1767588265852000000,0
DirectByteBufferAllocator.disposed,1767588228596000000,1767588265852000000,194
FilePageCache.pageLoads,1767588228596000000,1767588265852000000,243
DirectByteBufferAllocator.misses,1767588228596000000,1767588265852000000,240
FilePageCache.uncachedFileAccess,1767588228596000000,1767588265852000000,133
FilePageCache.pageLoadsAboveSizeThreshold,1767588228596000000,1767588265852000000,0
FilePageCache.capacityInBytes,1767588228596000000,1767588265852000000,524288000
FilePageCache.maxRegisteredFiles,1767588228596000000,1767588265852000000,617
FilePageCache.totalPageLoadsUs,1767588228596000000,1767588265852000000,189362
workspaceModel.moduleManagerBridge.get.modules.ms,1767588228596000000,1767588265852000000,1
workspaceModel.mutableEntityStorage.has.same.entities.ms,1767588228596000000,1767588265852000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1767588228596000000,1767588265852000000,0
jps.project.serializers.save.ms,1767588228596000000,1767588265852000000,1
workspaceModel.moduleManagerBridge.load.module.ms,1767588228596000000,1767588265852000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1767588228596000000,1767588265852000000,0
jps.reload.project.entities.ms,1767588228596000000,1767588265852000000,0
jps.global.handle.before.change.events.ms,1767588228596000000,1767588265852000000,0
workspaceModel.global.apply.state.to.project.ms,1767588228596000000,1767588265852000000,39
workspaceModel.mutableEntityStorage.entities.by.source.ms,1767588228596000000,1767588265852000000,1
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1767588228596000000,1767588265852000000,0
jps.app.storage.content.writer.save.component.ms,1767588228596000000,1767588265852000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1767588228596000000,1767588265852000000,85
jps.global.get.library.ms,1767588228596000000,1767588265852000000,0
jps.save.global.entities.ms,1767588228596000000,1767588265852000000,1
jps.facet.change.listener.init.bridge.ms,1767588228596000000,1767588265852000000,0
jps.project.serializers.load.ms,1767588228596000000,1767588265852000000,27
jps.library.entities.serializer.load.entities.ms,1767588228596000000,1767588265852000000,0
workspaceModel.global.updates.ms,1767588228596000000,1767588265852000000,0
workspaceModel.mutableEntityStorage.entities.ms,1767588228596000000,1767588265852000000,1
workspaceModel.moduleBridge.update.option.ms,1767588228596000000,1767588265852000000,0
jps.app.storage.content.reader.load.component.ms,1767588228596000000,1767588265852000000,0
jps.global.get.libraries.ms,1767588228596000000,1767588265852000000,1
jps.global.handle.changed.events.ms,1767588228596000000,1767588265852000000,0
jps.global.initialize.library.bridges.ms,1767588228596000000,1767588265852000000,0
jps.artifact.entities.serializer.load.entities.ms,1767588228596000000,1767588265852000000,0
jps.facet.change.listener.process.change.events.ms,1767588228596000000,1767588265852000000,0
workspaceModel.save.cache.to.file.ms,1767588228596000000,1767588265852000000,44
jps.apply.loaded.storage.ms,1767588228596000000,1767588265852000000,17
workspaceModel.mutableEntityStorage.resolve.ms,1767588228596000000,1767588265852000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1767588228596000000,1767588265852000000,4
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1767588228596000000,1767588265852000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1767588228596000000,1767588265852000000,0
workspaceModel.moduleBridge.before.changed.ms,1767588228596000000,1767588265852000000,0
workspaceModel.load.cache.from.file.ms,1767588228596000000,1767588265852000000,104
jps.module.iml.entities.serializer.save.entities.ms,1767588228596000000,1767588265852000000,0
jps.global.get.library.by.name.ms,1767588228596000000,1767588265852000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1767588228596000000,1767588265852000000,1
jps.facet.change.listener.before.change.events.ms,1767588228596000000,1767588265852000000,0
workspaceModel.global.updates.count,1767588228596000000,1767588265852000000,0
jps.library.entities.serializer.save.entities.ms,1767588228596000000,1767588265852000000,0
workspaceModel.mutableEntityStorage.add.diff.ms,1767588228596000000,1767588265852000000,3
jps.artifact.entities.serializer.save.entities.ms,1767588228596000000,1767588265852000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1767588228596000000,1767588265852000000,39
workspaceModel.global.apply.state.to.project.builder.ms,1767588228596000000,1767588265852000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1767588228596000000,1767588265852000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1767588228596000000,1767588265852000000,5
workspaceModel.mutableEntityStorage.modify.entity.ms,1767588228596000000,1767588265852000000,4
workspaceModel.mutableEntityStorage.add.entity.ms,1767588228596000000,1767588265852000000,16
workspaceModel.mutableEntityStorage.replace.by.source.ms,1767588228596000000,1767588265852000000,10
jps.load.project.to.empty.storage.ms,1767588228596000000,1767588265852000000,63
jps.module.iml.entities.serializer.load.entities.ms,1767588228596000000,1767588265852000000,13
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1767588228596000000,1767588265852000000,0
workspaceModel.sync.entities.ms,1767588228596000000,1767588265852000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1767588228596000000,1767588265852000000,0
jps.load.initial.state.ms,1767588228596000000,1767588265852000000,6
jps.save.changed.project.entities.ms,1767588228596000000,1767588265852000000,1
jps.global.initialize.library.bridges.after.loading.ms,1767588228596000000,1767588265852000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1767588228596000000,1767588265852000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1767588228596000000,1767588265852000000,0
workspaceModel.orphan.listener.update.ms,1767588228596000000,1767588265852000000,2
jps.storage.jps.conf.reader.load.component.ms,1767588228596000000,1767588265852000000,5
workspaceModel.moduleBridgeLoader.loading.modules.ms,1767588228596000000,1767588265852000000,565
Indexes.allKeys.lookups,1767588228596000000,1767588265852000000,0.0
Indexes.stubs.lookupDuration90PMs,1767588228596000000,1767588265852000000,0.0
Indexes.stubs.lookups,1767588228596000000,1767588265852000000,0.0
Indexes.entries.lookups,1767588228596000000,1767588265852000000,6.0
Indexes.entries.lookupDuration90PMs,1767588228596000000,1767588265852000000,7.0
Indexes.stubs.lookupDurationMaxMs,1767588228596000000,1767588265852000000,0.0
Indexes.allKeys.lookupDurationAvgMs,1767588228596000000,1767588265852000000,0.0
Indexes.entries.lookupDurationAvgMs,1767588228596000000,1767588265852000000,1.8333333333333333
Indexes.allKeys.lookupDuration90PMs,1767588228596000000,1767588265852000000,0.0
Indexes.allKeys.lookupDurationMaxMs,1767588228596000000,1767588265852000000,0.0
Indexes.entries.lookupDurationMaxMs,1767588228596000000,1767588265852000000,7.0
Indexes.stubs.lookupDurationAvgMs,1767588228596000000,1767588265852000000,0.0
