# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.init.bridges.ms,1767551396951000000,1767551456974000000,0
workspaceModel.loading.total.ms,1767551396951000000,1767551456974000000,91
workspaceModel.pre.handlers.ms,1767551396951000000,1767551456974000000,0
workspaceModel.updates.count,1767551396951000000,1767551456974000000,3
workspaceModel.loading.from.cache.ms,1767551396951000000,1767551456974000000,83
workspaceModel.to.snapshot.ms,1767551396951000000,1767551456974000000,2
workspaceModel.update.unloaded.entities.ms,1767551396951000000,1767551456974000000,0
workspaceModel.check.recursive.update.ms,1767551396951000000,1767551456974000000,0
workspaceModel.updates.ms,1767551396951000000,1767551456974000000,36
workspaceModel.replace.project.model.ms,1767551396951000000,1767551456974000000,0
workspaceModel.initializing.ms,1767551396951000000,1767551456974000000,0
workspaceModel.collect.changes.ms,1767551396951000000,1767551456974000000,0
workspaceModel.updates.precise.ms,1767551396951000000,1767551456974000000,13
AWTEventQueue.dispatchTimeAvgNs,1767551396951000000,1767551456974000000,1434897.1883745964
FlushQueue.executionTimeMaxNs,1767551396951000000,1767551456974000000,289406975
FlushQueue.executionTimeAvgNs,1767551396951000000,1767551456974000000,1578007.923902439
AWTEventQueue.dispatchTime90PNs,1767551396951000000,1767551456974000000,716799
FlushQueue.queueSizeAvg,1767551396951000000,1767551456974000000,7.869268292682927
FlushQueue.waitingTime90PNs,1767551396951000000,1767551456974000000,174063615
NonBlockingReadAction.failedExecutionsCount,1767551396951000000,1767551456974000000,0
FlushQueue.queueSize90P,1767551396951000000,1767551456974000000,29
NonBlockingReadAction.failedExecutionTimeUs,1767551396951000000,1767551456974000000,0
FlushQueue.tasksExecuted,1767551396951000000,1767551456974000000,1025
NonBlockingReadAction.finalizedExecutionsCount,1767551396951000000,1767551456974000000,26
AWTEventQueue.eventsDispatched,1767551396951000000,1767551456974000000,2787
FlushQueue.queueSizeMax,1767551396951000000,1767551456974000000,71
AWTEventQueue.dispatchTimeTotalNS,1767551396951000000,1767551456974000000,4001509606
FlushQueue.waitingTimeMaxNs,1767551396951000000,1767551456974000000,792723455
FlushQueue.waitingTimeAvgNs,1767551396951000000,1767551456974000000,4.479580031219512E7
NonBlockingReadAction.finalizedExecutionTimeUs,1767551396951000000,1767551456974000000,302613
FlushQueue.executionTime90PNs,1767551396951000000,1767551456974000000,888831
AWTEventQueue.dispatchTimeMaxNs,1767551396951000000,1767551456974000000,809500671
VFSFlusher.totalContentionQuotaSpent,1767551396951000000,1767551456974000000,0
Indexes.allKeys.lookupDurationAvgMs,1767551396951000000,1767551456974000000,0.0
IndexesFlusher.totalFlushingTimeUs,1767551396951000000,1767551456974000000,828944
Indexes.entries.lookupDuration90PMs,1767551396951000000,1767551456974000000,10.0
Indexes.entries.lookups,1767551396951000000,1767551456974000000,8.0
Indexes.stubs.lookups,1767551396951000000,1767551456974000000,0.0
Indexes.allKeys.lookupDurationMaxMs,1767551396951000000,1767551456974000000,0.0
VFSFlusher.totalFlushingTimeUs,1767551396951000000,1767551456974000000,23843
Indexes.stubs.lookupDurationMaxMs,1767551396951000000,1767551456974000000,0.0
Indexes.stubs.lookupDuration90PMs,1767551396951000000,1767551456974000000,0.0
IndexesFlusher.totalContentionQuotaSpent,1767551396951000000,1767551456974000000,0
IndexesFlusher.totalFlushesRetried,1767551396951000000,1767551456974000000,0
VFSFlusher.totalFlushes,1767551396951000000,1767551456974000000,4
IndexesFlusher.totalFlushes,1767551396951000000,1767551456974000000,57
Indexes.allKeys.lookupDuration90PMs,1767551396951000000,1767551456974000000,0.0
Indexes.entries.lookupDurationAvgMs,1767551396951000000,1767551456974000000,1.875
Indexes.entries.lookupDurationMaxMs,1767551396951000000,1767551456974000000,10.0
Indexes.allKeys.lookups,1767551396951000000,1767551456974000000,0.0
Indexes.stubs.lookupDurationAvgMs,1767551396951000000,1767551456974000000,0.0
VFSFlusher.totalFlushesRetried,1767551396951000000,1767551456974000000,0
FileNameCache.queries,1767551396951000000,1767551456974000000,1720960
FileNameCache.totalMisses,1767551396951000000,1767551456974000000,52410
FileNameCache.fastMisses,1767551396951000000,1767551456974000000,73443
FilePageCache.maxCacheSizeInBytes,1767551396951000000,1767551456974000000,266371072
FilePageCache.capacityInBytes,1767551396951000000,1767551456974000000,524288000
FilePageCache.totalPageDisposalsUs,1767551396951000000,1767551456974000000,465
DirectByteBufferAllocator.disposed,1767551396951000000,1767551456974000000,0
StreamlinedBlobStorage.recordsAllocated,1767551396951000000,1767551456974000000,60943
FilePageCache.uncachedFileAccess,1767551396951000000,1767551456974000000,135
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1767551396951000000,1767551456974000000,266371072
FilePageCache.pageHits,1767551396951000000,1767551456974000000,0
FilePageCache.pageFastCacheHits,1767551396951000000,1767551456974000000,179760
StorageLockContext.competingThreads.max,1767551396951000000,1767551456974000000,0
DirectByteBufferAllocator.reclaimed,1767551396951000000,1767551456974000000,3
FilePageCache.maxRegisteredFiles,1767551396951000000,1767551456974000000,617
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1767551396951000000,1767551456974000000,4318210
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1767551396951000000,1767551456974000000,2258679
FilePageCache.disposedBuffers,1767551396951000000,1767551456974000000,3
StreamlinedBlobStorage.recordsDeleted,1767551396951000000,1767551456974000000,19
DirectByteBufferAllocator.misses,1767551396951000000,1767551456974000000,249
FilePageCache.totalPageLoadsUs,1767551396951000000,1767551456974000000,159801
FilePageCache.pageLoads,1767551396951000000,1767551456974000000,252
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1767551396951000000,1767551456974000000,0
DirectByteBufferAllocator.hits,1767551396951000000,1767551456974000000,3
StreamlinedBlobStorage.recordsRelocated,1767551396951000000,1767551456974000000,0
StorageLockContext.competingThreads.avg,1767551396951000000,1767551456974000000,0.0
StorageLockContext.competingThreads.90P,1767551396951000000,1767551456974000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1767551396951000000,1767551456974000000,0
jps.global.get.library.ms,1767551396951000000,1767551456974000000,0
jps.module.iml.entities.serializer.save.entities.ms,1767551396951000000,1767551456974000000,0
workspaceModel.moduleBridge.update.option.ms,1767551396951000000,1767551456974000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1767551396951000000,1767551456974000000,32
workspaceModel.mutableEntityStorage.add.entity.ms,1767551396951000000,1767551456974000000,16
jps.library.entities.serializer.load.entities.ms,1767551396951000000,1767551456974000000,0
jps.artifact.entities.serializer.load.entities.ms,1767551396951000000,1767551456974000000,0
workspaceModel.orphan.listener.update.ms,1767551396951000000,1767551456974000000,1
jps.facet.change.listener.process.change.events.ms,1767551396951000000,1767551456974000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1767551396951000000,1767551456974000000,0
workspaceModel.global.updates.ms,1767551396951000000,1767551456974000000,0
jps.global.handle.before.change.events.ms,1767551396951000000,1767551456974000000,0
