# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.init.bridges.ms,1767551918562000000,1767551978574000000,1
workspaceModel.replace.project.model.ms,1767551918562000000,1767551978574000000,0
workspaceModel.check.recursive.update.ms,1767551918562000000,1767551978574000000,0
workspaceModel.loading.total.ms,1767551918562000000,1767551978574000000,137
workspaceModel.updates.count,1767551918562000000,1767551978574000000,3
workspaceModel.pre.handlers.ms,1767551918562000000,1767551978574000000,0
workspaceModel.initializing.ms,1767551918562000000,1767551978574000000,1
workspaceModel.collect.changes.ms,1767551918562000000,1767551978574000000,0
workspaceModel.loading.from.cache.ms,1767551918562000000,1767551978574000000,128
workspaceModel.to.snapshot.ms,1767551918562000000,1767551978574000000,1
workspaceModel.update.unloaded.entities.ms,1767551918562000000,1767551978574000000,0
workspaceModel.updates.precise.ms,1767551918562000000,1767551978574000000,15
workspaceModel.updates.ms,1767551918562000000,1767551978574000000,38
FlushQueue.waitingTimeAvgNs,1767551918562000000,1767551978574000000,5.661029784748201E7
AWTEventQueue.dispatchTime90PNs,1767551918562000000,1767551978574000000,921599
NonBlockingReadAction.finalizedExecutionsCount,1767551918562000000,1767551978574000000,20
FlushQueue.waitingTime90PNs,1767551918562000000,1767551978574000000,195035135
FlushQueue.tasksExecuted,1767551918562000000,1767551978574000000,695
FlushQueue.executionTime90PNs,1767551918562000000,1767551978574000000,1163263
NonBlockingReadAction.failedExecutionTimeUs,1767551918562000000,1767551978574000000,8873
FlushQueue.queueSizeMax,1767551918562000000,1767551978574000000,76
NonBlockingReadAction.finalizedExecutionTimeUs,1767551918562000000,1767551978574000000,314870
FlushQueue.queueSizeAvg,1767551918562000000,1767551978574000000,11.640287769784173
FlushQueue.executionTimeAvgNs,1767551918562000000,1767551978574000000,2044084.3683453237
FlushQueue.waitingTimeMaxNs,1767551918562000000,1767551978574000000,339738623
FlushQueue.queueSize90P,1767551918562000000,1767551978574000000,37
AWTEventQueue.dispatchTimeMaxNs,1767551918562000000,1767551978574000000,249561087
AWTEventQueue.eventsDispatched,1767551918562000000,1767551978574000000,2323
AWTEventQueue.dispatchTimeTotalNS,1767551918562000000,1767551978574000000,2926896161
AWTEventQueue.dispatchTimeAvgNs,1767551918562000000,1767551978574000000,1259985.2397761515
FlushQueue.executionTimeMaxNs,1767551918562000000,1767551978574000000,245366783
NonBlockingReadAction.failedExecutionsCount,1767551918562000000,1767551978574000000,1
JVM.GC.collectionTimesMs,1767551918562000000,1767551978574000000,84
JVM.GC.collections,1767551918562000000,1767551978574000000,23
JVM.threadCount,1767551918562000000,1767551978574000000,115
JVM.maxNativeBytes,1767551918562000000,1767551978574000000,-1
JVM.usedHeapBytes,1767551918562000000,1767551978574000000,485481408
JVM.usedNativeBytes,1767551918562000000,1767551978574000000,276510720
JVM.totalCpuTimeMs,1767551918562000000,1767551978574000000,27154
OS.loadAverage,1767551918562000000,1767551978574000000,3.41650390625
JVM.maxHeapBytes,1767551918562000000,1767551978574000000,2147483648
FilePageCache.pageLoads,1767551918562000000,1767551978574000000,252
DirectByteBufferAllocator.misses,1767551918562000000,1767551978574000000,249
DirectByteBufferAllocator.reclaimed,1767551918562000000,1767551978574000000,3
StorageLockContext.competingThreads.90P,1767551918562000000,1767551978574000000,0
FilePageCache.maxRegisteredFiles,1767551918562000000,1767551978574000000,617
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1767551918562000000,1767551978574000000,4318280
FilePageCache.disposedBuffers,1767551918562000000,1767551978574000000,3
FilePageCache.totalPageLoadsUs,1767551918562000000,1767551978574000000,191586
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1767551918562000000,1767551978574000000,266371072
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1767551918562000000,1767551978574000000,0
StreamlinedBlobStorage.recordsRelocated,1767551918562000000,1767551978574000000,0
FilePageCache.totalPageDisposalsUs,1767551918562000000,1767551978574000000,1278
StreamlinedBlobStorage.recordsDeleted,1767551918562000000,1767551978574000000,19
FilePageCache.maxCacheSizeInBytes,1767551918562000000,1767551978574000000,266371072
FilePageCache.capacityInBytes,1767551918562000000,1767551978574000000,524288000
DirectByteBufferAllocator.hits,1767551918562000000,1767551978574000000,3
DirectByteBufferAllocator.disposed,1767551918562000000,1767551978574000000,0
FilePageCache.pageHits,1767551918562000000,1767551978574000000,0
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1767551918562000000,1767551978574000000,2258689
StreamlinedBlobStorage.recordsAllocated,1767551918562000000,1767551978574000000,60944
StorageLockContext.competingThreads.avg,1767551918562000000,1767551978574000000,0.0
FilePageCache.pageFastCacheHits,1767551918562000000,1767551978574000000,179627
StorageLockContext.competingThreads.max,1767551918562000000,1767551978574000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1767551918562000000,1767551978574000000,0
FilePageCache.uncachedFileAccess,1767551918562000000,1767551978574000000,131
VFSFlusher.totalFlushesRetried,1767551918562000000,1767551978574000000,0
Indexes.allKeys.lookupDurationMaxMs,1767551918562000000,1767551978574000000,0.0
VFSFlusher.totalFlushes,1767551918562000000,1767551978574000000,4
Indexes.stubs.lookupDurationMaxMs,1767551918562000000,1767551978574000000,0.0
Indexes.allKeys.lookupDurationAvgMs,1767551918562000000,1767551978574000000,0.0
Indexes.entries.lookupDuration90PMs,1767551918562000000,1767551978574000000,9.0
Indexes.entries.lookupDurationAvgMs,1767551918562000000,1767551978574000000,2.8333333333333335
IndexesFlusher.totalFlushes,1767551918562000000,1767551978574000000,57
IndexesFlusher.totalFlushesRetried,1767551918562000000,1767551978574000000,0
Indexes.entries.lookups,1767551918562000000,1767551978574000000,6.0
Indexes.allKeys.lookupDuration90PMs,1767551918562000000,1767551978574000000,0.0
VFSFlusher.totalContentionQuotaSpent,1767551918562000000,1767551978574000000,0
Indexes.entries.lookupDurationMaxMs,1767551918562000000,1767551978574000000,9.0
Indexes.stubs.lookups,1767551918562000000,1767551978574000000,0.0
Indexes.stubs.lookupDurationAvgMs,1767551918562000000,1767551978574000000,0.0
VFSFlusher.totalFlushingTimeUs,1767551918562000000,1767551978574000000,3946
Indexes.stubs.lookupDuration90PMs,1767551918562000000,1767551978574000000,0.0
IndexesFlusher.totalContentionQuotaSpent,1767551918562000000,1767551978574000000,0
IndexesFlusher.totalFlushingTimeUs,1767551918562000000,1767551978574000000,868613
Indexes.allKeys.lookups,1767551918562000000,1767551978574000000,0.0
FileNameCache.totalMisses,1767551918562000000,1767551978574000000,52426
FileNameCache.fastMisses,1767551918562000000,1767551978574000000,73378
FileNameCache.queries,1767551918562000000,1767551978574000000,1717923
jps.save.global.entities.ms,1767551918562000000,1767551978574000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1767551918562000000,1767551978574000000,0
jps.apply.loaded.storage.ms,1767551918562000000,1767551978574000000,12
workspaceModel.moduleManagerBridge.load.all.modules.ms,1767551918562000000,1767551978574000000,37
jps.reload.project.entities.ms,1767551918562000000,1767551978574000000,0
jps.facet.change.listener.init.bridge.ms,1767551918562000000,1767551978574000000,0
workspaceModel.mutableEntityStorage.add.diff.ms,1767551918562000000,1767551978574000000,3
workspaceModel.orphan.listener.update.ms,1767551918562000000,1767551978574000000,1
jps.global.initialize.library.bridges.after.loading.ms,1767551918562000000,1767551978574000000,0
jps.global.handle.before.change.events.ms,1767551918562000000,1767551978574000000,0
jps.library.entities.serializer.save.entities.ms,1767551918562000000,1767551978574000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1767551918562000000,1767551978574000000,0
workspaceModel.global.updates.count,1767551918562000000,1767551978574000000,0
jps.module.iml.entities.serializer.save.entities.ms,1767551918562000000,1767551978574000000,0
jps.global.get.library.by.name.ms,1767551918562000000,1767551978574000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1767551918562000000,1767551978574000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1767551918562000000,1767551978574000000,0
jps.global.get.libraries.ms,1767551918562000000,1767551978574000000,1
workspaceModel.mutableEntityStorage.has.same.entities.ms,1767551918562000000,1767551978574000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1767551918562000000,1767551978574000000,20
workspaceModel.moduleManagerBridge.get.modules.ms,1767551918562000000,1767551978574000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1767551918562000000,1767551978574000000,395
workspaceModel.mutableEntityStorage.replace.by.source.ms,1767551918562000000,1767551978574000000,9
workspaceModel.moduleBridge.update.option.ms,1767551918562000000,1767551978574000000,0
workspaceModel.mutableEntityStorage.entities.ms,1767551918562000000,1767551978574000000,0
jps.global.handle.changed.events.ms,1767551918562000000,1767551978574000000,0
workspaceModel.save.cache.to.file.ms,1767551918562000000,1767551978574000000,62
workspaceModel.mutableEntityStorage.to.snapshot.ms,1767551918562000000,1767551978574000000,1
jps.load.project.to.empty.storage.ms,1767551918562000000,1767551978574000000,45
jps.library.entities.serializer.load.entities.ms,1767551918562000000,1767551978574000000,0
workspaceModel.global.updates.ms,1767551918562000000,1767551978574000000,0
jps.module.iml.entities.serializer.load.entities.ms,1767551918562000000,1767551978574000000,9
jps.project.serializers.load.ms,1767551918562000000,1767551978574000000,21
workspaceModel.delayed.project.synchronizer.sync.ms,1767551918562000000,1767551978574000000,59
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1767551918562000000,1767551978574000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1767551918562000000,1767551978574000000,4
jps.artifact.entities.serializer.save.entities.ms,1767551918562000000,1767551978574000000,0
workspaceModel.load.cache.from.file.ms,1767551918562000000,1767551978574000000,127
jps.global.get.library.ms,1767551918562000000,1767551978574000000,0
workspaceModel.global.apply.state.to.project.ms,1767551918562000000,1767551978574000000,23
workspaceModel.mutableEntityStorage.referrers.ms,1767551918562000000,1767551978574000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1767551918562000000,1767551978574000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1767551918562000000,1767551978574000000,1
workspaceModel.moduleManagerBridge.load.module.ms,1767551918562000000,1767551978574000000,0
jps.facet.change.listener.before.change.events.ms,1767551918562000000,1767551978574000000,1
jps.facet.change.listener.process.change.events.ms,1767551918562000000,1767551978574000000,0
jps.project.serializers.save.ms,1767551918562000000,1767551978574000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1767551918562000000,1767551978574000000,3
workspaceModel.mutableEntityStorage.resolve.ms,1767551918562000000,1767551978574000000,0
jps.app.storage.content.reader.load.component.ms,1767551918562000000,1767551978574000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1767551918562000000,1767551978574000000,0
jps.storage.jps.conf.reader.load.component.ms,1767551918562000000,1767551978574000000,5
jps.artifact.entities.serializer.load.entities.ms,1767551918562000000,1767551978574000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1767551918562000000,1767551978574000000,0
jps.save.changed.project.entities.ms,1767551918562000000,1767551978574000000,0
workspaceModel.sync.entities.ms,1767551918562000000,1767551978574000000,0
workspaceModel.moduleBridge.before.changed.ms,1767551918562000000,1767551978574000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1767551918562000000,1767551978574000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1767551918562000000,1767551978574000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1767551918562000000,1767551978574000000,1
jps.load.initial.state.ms,1767551918562000000,1767551978574000000,4
jps.global.initialize.library.bridges.ms,1767551918562000000,1767551978574000000,0
workspaceModel.init.bridges.ms,1767551978574000000,1767552038570000000,1
workspaceModel.replace.project.model.ms,1767551978574000000,1767552038570000000,0
workspaceModel.check.recursive.update.ms,1767551978574000000,1767552038570000000,0
workspaceModel.loading.total.ms,1767551978574000000,1767552038570000000,137
workspaceModel.updates.count,1767551978574000000,1767552038570000000,3
workspaceModel.pre.handlers.ms,1767551978574000000,1767552038570000000,0
workspaceModel.initializing.ms,1767551978574000000,1767552038570000000,1
workspaceModel.collect.changes.ms,1767551978574000000,1767552038570000000,0
workspaceModel.loading.from.cache.ms,1767551978574000000,1767552038570000000,128
workspaceModel.to.snapshot.ms,1767551978574000000,1767552038570000000,1
workspaceModel.update.unloaded.entities.ms,1767551978574000000,1767552038570000000,0
workspaceModel.updates.precise.ms,1767551978574000000,1767552038570000000,15
workspaceModel.updates.ms,1767551978574000000,1767552038570000000,38
FlushQueue.waitingTimeAvgNs,1767551978574000000,1767552038570000000,772766.6776859504
AWTEventQueue.dispatchTime90PNs,1767551978574000000,1767552038570000000,786431
NonBlockingReadAction.finalizedExecutionsCount,1767551978574000000,1767552038570000000,0
FlushQueue.waitingTime90PNs,1767551978574000000,1767552038570000000,1114111
FlushQueue.tasksExecuted,1767551978574000000,1767552038570000000,121
FlushQueue.executionTime90PNs,1767551978574000000,1767552038570000000,199679
NonBlockingReadAction.failedExecutionTimeUs,1767551978574000000,1767552038570000000,0
FlushQueue.queueSizeMax,1767551978574000000,1767552038570000000,1
NonBlockingReadAction.finalizedExecutionTimeUs,1767551978574000000,1767552038570000000,0
FlushQueue.queueSizeAvg,1767551978574000000,1767552038570000000,0.008264462809917356
FlushQueue.executionTimeAvgNs,1767551978574000000,1767552038570000000,144643.70247933886
FlushQueue.waitingTimeMaxNs,1767551978574000000,1767552038570000000,5603327
FlushQueue.queueSize90P,1767551978574000000,1767552038570000000,0
AWTEventQueue.dispatchTimeMaxNs,1767551978574000000,1767552038570000000,2359295
AWTEventQueue.eventsDispatched,1767551978574000000,1767552038570000000,133
AWTEventQueue.dispatchTimeTotalNS,1767551978574000000,1767552038570000000,68607383
AWTEventQueue.dispatchTimeAvgNs,1767551978574000000,1767552038570000000,515737.02255639096
FlushQueue.executionTimeMaxNs,1767551978574000000,1767552038570000000,1753087
NonBlockingReadAction.failedExecutionsCount,1767551978574000000,1767552038570000000,0
JVM.GC.collectionTimesMs,1767551978574000000,1767552038570000000,0
JVM.GC.collections,1767551978574000000,1767552038570000000,0
JVM.threadCount,1767551978574000000,1767552038570000000,54
JVM.maxNativeBytes,1767551978574000000,1767552038570000000,-1
JVM.usedHeapBytes,1767551978574000000,1767552038570000000,507501504
JVM.usedNativeBytes,1767551978574000000,1767552038570000000,278976368
JVM.totalCpuTimeMs,1767551978574000000,1767552038570000000,2144
OS.loadAverage,1767551978574000000,1767552038570000000,4.18115234375
JVM.maxHeapBytes,1767551978574000000,1767552038570000000,2147483648
FilePageCache.pageLoads,1767551978574000000,1767552038570000000,0
DirectByteBufferAllocator.misses,1767551978574000000,1767552038570000000,0
DirectByteBufferAllocator.reclaimed,1767551978574000000,1767552038570000000,0
StorageLockContext.competingThreads.90P,1767551978574000000,1767552038570000000,0
FilePageCache.maxRegisteredFiles,1767551978574000000,1767552038570000000,617
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1767551978574000000,1767552038570000000,0
FilePageCache.disposedBuffers,1767551978574000000,1767552038570000000,0
FilePageCache.totalPageLoadsUs,1767551978574000000,1767552038570000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1767551978574000000,1767552038570000000,266371072
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1767551978574000000,1767552038570000000,0
StreamlinedBlobStorage.recordsRelocated,1767551978574000000,1767552038570000000,0
FilePageCache.totalPageDisposalsUs,1767551978574000000,1767552038570000000,0
StreamlinedBlobStorage.recordsDeleted,1767551978574000000,1767552038570000000,0
FilePageCache.maxCacheSizeInBytes,1767551978574000000,1767552038570000000,266371072
FilePageCache.capacityInBytes,1767551978574000000,1767552038570000000,524288000
DirectByteBufferAllocator.hits,1767551978574000000,1767552038570000000,0
DirectByteBufferAllocator.disposed,1767551978574000000,1767552038570000000,0
FilePageCache.pageHits,1767551978574000000,1767552038570000000,0
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1767551978574000000,1767552038570000000,0
StreamlinedBlobStorage.recordsAllocated,1767551978574000000,1767552038570000000,0
StorageLockContext.competingThreads.avg,1767551978574000000,1767552038570000000,0.0
FilePageCache.pageFastCacheHits,1767551978574000000,1767552038570000000,0
StorageLockContext.competingThreads.max,1767551978574000000,1767552038570000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1767551978574000000,1767552038570000000,0
FilePageCache.uncachedFileAccess,1767551978574000000,1767552038570000000,0
VFSFlusher.totalFlushesRetried,1767551978574000000,1767552038570000000,0
Indexes.allKeys.lookupDurationMaxMs,1767551978574000000,1767552038570000000,0.0
VFSFlusher.totalFlushes,1767551978574000000,1767552038570000000,0
Indexes.stubs.lookupDurationMaxMs,1767551978574000000,1767552038570000000,0.0
Indexes.allKeys.lookupDurationAvgMs,1767551978574000000,1767552038570000000,0.0
Indexes.entries.lookupDuration90PMs,1767551978574000000,1767552038570000000,0.0
Indexes.entries.lookupDurationAvgMs,1767551978574000000,1767552038570000000,0.0
IndexesFlusher.totalFlushes,1767551978574000000,1767552038570000000,59
IndexesFlusher.totalFlushesRetried,1767551978574000000,1767552038570000000,0
Indexes.entries.lookups,1767551978574000000,1767552038570000000,0.0
Indexes.allKeys.lookupDuration90PMs,1767551978574000000,1767552038570000000,0.0
VFSFlusher.totalContentionQuotaSpent,1767551978574000000,1767552038570000000,0
Indexes.entries.lookupDurationMaxMs,1767551978574000000,1767552038570000000,0.0
Indexes.stubs.lookups,1767551978574000000,1767552038570000000,0.0
Indexes.stubs.lookupDurationAvgMs,1767551978574000000,1767552038570000000,0.0
VFSFlusher.totalFlushingTimeUs,1767551978574000000,1767552038570000000,0
Indexes.stubs.lookupDuration90PMs,1767551978574000000,1767552038570000000,0.0
IndexesFlusher.totalContentionQuotaSpent,1767551978574000000,1767552038570000000,0
IndexesFlusher.totalFlushingTimeUs,1767551978574000000,1767552038570000000,782016
Indexes.allKeys.lookups,1767551978574000000,1767552038570000000,0.0
FileNameCache.totalMisses,1767551978574000000,1767552038570000000,0
FileNameCache.fastMisses,1767551978574000000,1767552038570000000,0
FileNameCache.queries,1767551978574000000,1767552038570000000,0
jps.save.global.entities.ms,1767551978574000000,1767552038570000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1767551978574000000,1767552038570000000,0
jps.apply.loaded.storage.ms,1767551978574000000,1767552038570000000,12
workspaceModel.moduleManagerBridge.load.all.modules.ms,1767551978574000000,1767552038570000000,37
jps.reload.project.entities.ms,1767551978574000000,1767552038570000000,0
jps.facet.change.listener.init.bridge.ms,1767551978574000000,1767552038570000000,0
workspaceModel.mutableEntityStorage.add.diff.ms,1767551978574000000,1767552038570000000,3
workspaceModel.orphan.listener.update.ms,1767551978574000000,1767552038570000000,1
jps.global.initialize.library.bridges.after.loading.ms,1767551978574000000,1767552038570000000,0
jps.global.handle.before.change.events.ms,1767551978574000000,1767552038570000000,0
jps.library.entities.serializer.save.entities.ms,1767551978574000000,1767552038570000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1767551978574000000,1767552038570000000,0
workspaceModel.global.updates.count,1767551978574000000,1767552038570000000,0
jps.module.iml.entities.serializer.save.entities.ms,1767551978574000000,1767552038570000000,0
jps.global.get.library.by.name.ms,1767551978574000000,1767552038570000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1767551978574000000,1767552038570000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1767551978574000000,1767552038570000000,0
jps.global.get.libraries.ms,1767551978574000000,1767552038570000000,1
workspaceModel.mutableEntityStorage.has.same.entities.ms,1767551978574000000,1767552038570000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1767551978574000000,1767552038570000000,20
workspaceModel.moduleManagerBridge.get.modules.ms,1767551978574000000,1767552038570000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1767551978574000000,1767552038570000000,395
workspaceModel.mutableEntityStorage.replace.by.source.ms,1767551978574000000,1767552038570000000,9
workspaceModel.moduleBridge.update.option.ms,1767551978574000000,1767552038570000000,0
workspaceModel.mutableEntityStorage.entities.ms,1767551978574000000,1767552038570000000,0
jps.global.handle.changed.events.ms,1767551978574000000,1767552038570000000,0
