# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
FlushQueue.waitingTime90PNs,1767632841888000000,1767632893895000000,128974847
AWTEventQueue.eventsDispatched,1767632841888000000,1767632893895000000,3599
AWTEventQueue.dispatchTimeMaxNs,1767632841888000000,1767632893895000000,624951295
FlushQueue.executionTimeAvgNs,1767632841888000000,1767632893895000000,2605388.9697885197
NonBlockingReadAction.finalizedExecutionsCount,1767632841888000000,1767632893895000000,54248
NonBlockingReadAction.failedExecutionsCount,1767632841888000000,1767632893895000000,39
AWTEventQueue.dispatchTimeAvgNs,1767632841888000000,1767632893895000000,1331476.1011392053
AWTEventQueue.dispatchTimeTotalNS,1767632841888000000,1767632893895000000,4790085721
FlushQueue.executionTime90PNs,1767632841888000000,1767632893895000000,1581055
AWTEventQueue.dispatchTime90PNs,1767632841888000000,1767632893895000000,839679
FlushQueue.executionTimeMaxNs,1767632841888000000,1767632893895000000,616562687
FlushQueue.queueSizeMax,1767632841888000000,1767632893895000000,39
FlushQueue.waitingTimeMaxNs,1767632841888000000,1767632893895000000,612368383
