# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.initializing.ms,1767550808177000000,1767550868206000000,1
workspaceModel.updates.count,1767550808177000000,1767550868206000000,3
workspaceModel.replace.project.model.ms,1767550808177000000,1767550868206000000,0
workspaceModel.updates.precise.ms,1767550808177000000,1767550868206000000,15
workspaceModel.collect.changes.ms,1767550808177000000,1767550868206000000,0
workspaceModel.loading.total.ms,1767550808177000000,1767550868206000000,81
workspaceModel.update.unloaded.entities.ms,1767550808177000000,1767550868206000000,0
workspaceModel.init.bridges.ms,1767550808177000000,1767550868206000000,1
workspaceModel.check.recursive.update.ms,1767550808177000000,1767550868206000000,1
workspaceModel.pre.handlers.ms,1767550808177000000,1767550868206000000,0
workspaceModel.updates.ms,1767550808177000000,1767550868206000000,38
workspaceModel.loading.from.cache.ms,1767550808177000000,1767550868206000000,76
workspaceModel.to.snapshot.ms,1767550808177000000,1767550868206000000,1
workspaceModel.global.updates.ms,1767550808177000000,1767550868206000000,0
jps.load.project.to.empty.storage.ms,1767550808177000000,1767550868206000000,49
jps.global.get.libraries.ms,1767550808177000000,1767550868206000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1767550808177000000,1767550868206000000,213
jps.library.entities.serializer.load.entities.ms,1767550808177000000,1767550868206000000,0
workspaceModel.moduleBridge.before.changed.ms,1767550808177000000,1767550868206000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1767550808177000000,1767550868206000000,4
jps.reload.project.entities.ms,1767550808177000000,1767550868206000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1767550808177000000,1767550868206000000,16
jps.global.handle.changed.events.ms,1767550808177000000,1767550868206000000,0
workspaceModel.moduleBridge.update.option.ms,1767550808177000000,1767550868206000000,0
jps.project.serializers.save.ms,1767550808177000000,1767550868206000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1767550808177000000,1767550868206000000,4
jps.global.get.library.ms,1767550808177000000,1767550868206000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1767550808177000000,1767550868206000000,0
jps.facet.change.listener.process.change.events.ms,1767550808177000000,1767550868206000000,0
jps.library.entities.serializer.save.entities.ms,1767550808177000000,1767550868206000000,0
jps.global.initialize.library.bridges.after.loading.ms,1767550808177000000,1767550868206000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1767550808177000000,1767550868206000000,65
workspaceModel.mutableEntityStorage.to.snapshot.ms,1767550808177000000,1767550868206000000,1
jps.save.global.entities.ms,1767550808177000000,1767550868206000000,2
workspaceModel.moduleManagerBridge.create.module.instance.ms,1767550808177000000,1767550868206000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1767550808177000000,1767550868206000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1767550808177000000,1767550868206000000,1
workspaceModel.moduleManagerBridge.load.module.ms,1767550808177000000,1767550868206000000,0
jps.global.handle.before.change.events.ms,1767550808177000000,1767550868206000000,0
workspaceModel.sync.entities.ms,1767550808177000000,1767550868206000000,0
jps.module.iml.entities.serializer.save.entities.ms,1767550808177000000,1767550868206000000,0
workspaceModel.mutableEntityStorage.add.diff.ms,1767550808177000000,1767550868206000000,2
jps.global.initialize.library.bridges.ms,1767550808177000000,1767550868206000000,1
workspaceModel.moduleManagerBridge.newModule.ms,1767550808177000000,1767550868206000000,0
