# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
NonBlockingReadAction.failedExecutionTimeUs,1767632809802000000,1767632817141000000,0
NonBlockingReadAction.finalizedExecutionTimeUs,1767632809802000000,1767632817141000000,229172
AWTEventQueue.dispatchTimeTotalNS,1767632809802000000,1767632817141000000,5789485103
NonBlockingReadAction.finalizedExecutionsCount,1767632809802000000,1767632817141000000,15
NonBlockingReadAction.failedExecutionsCount,1767632809802000000,1767632817141000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1767632809802000000,1767632817141000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1767632809802000000,1767632817141000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1767632809802000000,1767632817141000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1767632809802000000,1767632817141000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1767632809802000000,1767632817141000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1767632809802000000,1767632817141000000,0
workspaceModel.mutableEntityStorage.entities.ms,1767632809802000000,1767632817141000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1767632809802000000,1767632817141000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1767632809802000000,1767632817141000000,0
workspaceModel.mutableEntityStorage.add.diff.ms,1767632809802000000,1767632817141000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1767632809802000000,1767632817141000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1767632809802000000,1767632817141000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1767632809802000000,1767632817141000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1767632809802000000,1767632817141000000,1
workspaceModel.mutableEntityStorage.replace.by.source.ms,1767632809802000000,1767632817141000000,0
workspaceModel.load.cache.from.file.ms,1767632809802000000,1767632817141000000,0
workspaceModel.save.cache.to.file.ms,1767632809802000000,1767632817141000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1767632809802000000,1767632817141000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1767632809802000000,1767632817141000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1767632809802000000,1767632817141000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1767632809802000000,1767632817141000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1767632809802000000,1767632817141000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1767632809802000000,1767632817141000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1767632809802000000,1767632817141000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1767632809802000000,1767632817141000000,0
DirectByteBufferAllocator.disposed,1767632809802000000,1767632817141000000,186
DirectByteBufferAllocator.misses,1767632809802000000,1767632817141000000,229
FilePageCache.pageHits,1767632809802000000,1767632817141000000,0
FilePageCache.uncachedFileAccess,1767632809802000000,1767632817141000000,120
DirectByteBufferAllocator.hits,1767632809802000000,1767632817141000000,3
StorageLockContext.competingThreads.avg,1767632809802000000,1767632817141000000,0.7142857142857143
StorageLockContext.competingThreads.90P,1767632809802000000,1767632817141000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1767632809802000000,1767632817141000000,52445184
FilePageCache.capacityInBytes,1767632809802000000,1767632817141000000,524288000
FilePageCache.pageLoadsAboveSizeThreshold,1767632809802000000,1767632817141000000,0
FilePageCache.disposedBuffers,1767632809802000000,1767632817141000000,232
FilePageCache.totalPageDisposalsUs,1767632809802000000,1767632817141000000,306
FilePageCache.pageFastCacheHits,1767632809802000000,1767632817141000000,5543
FilePageCache.maxCacheSizeInBytes,1767632809802000000,1767632817141000000,247480320
FilePageCache.maxRegisteredFiles,1767632809802000000,1767632817141000000,612
FilePageCache.pageLoads,1767632809802000000,1767632817141000000,232
StorageLockContext.competingThreads.max,1767632809802000000,1767632817141000000,10
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1767632809802000000,1767632817141000000,52445184
DirectByteBufferAllocator.reclaimed,1767632809802000000,1767632817141000000,46
FilePageCache.totalPageLoadsUs,1767632809802000000,1767632817141000000,146848
FileNameCache.fastMisses,1767632809802000000,1767632817141000000,107
FileNameCache.queries,1767632809802000000,1767632817141000000,9439
FileNameCache.totalMisses,1767632809802000000,1767632817141000000,104
workspaceModel.initializing.ms,1767632809802000000,1767632817141000000,0
workspaceModel.loading.total.ms,1767632809802000000,1767632817141000000,15
workspaceModel.collect.changes.ms,1767632809802000000,1767632817141000000,0
workspaceModel.pre.handlers.ms,1767632809802000000,1767632817141000000,0
workspaceModel.update.unloaded.entities.ms,1767632809802000000,1767632817141000000,0
workspaceModel.to.snapshot.ms,1767632809802000000,1767632817141000000,0
workspaceModel.replace.project.model.ms,1767632809802000000,1767632817141000000,0
workspaceModel.check.recursive.update.ms,1767632809802000000,1767632817141000000,0
workspaceModel.updates.count,1767632809802000000,1767632817141000000,0
workspaceModel.updates.precise.ms,1767632809802000000,1767632817141000000,0
workspaceModel.init.bridges.ms,1767632809802000000,1767632817141000000,0
workspaceModel.updates.ms,1767632809802000000,1767632817141000000,0
workspaceModel.loading.from.cache.ms,1767632809802000000,1767632817141000000,9
